frase,categoria,frase_norm,tokens,bigrams,trigrams
toma tu desayuno,Alimentacion (Comidas y Bebidas),toma tu desayuno,"['toma', 'tu', 'desayuno']","['toma tu', 'tu desayuno']",['toma tu desayuno']
apurate con la comida,Rutinas Diarias (Acciones y Hogar),apurate con la comida,"['apurate', 'con', 'la', 'comida']","['apurate con', 'con la', 'la comida']","['apurate con la', 'con la comida']"
ya termine el desayuno,Alimentacion (Comidas y Bebidas),ya termine el desayuno,"['ya', 'termine', 'el', 'desayuno']","['ya termine', 'termine el', 'el desayuno']","['ya termine el', 'termine el desayuno']"
lavate los dientes,Necesidades Basicas (Higiene y Fisiologia),lavate los dientes,"['lavate', 'los', 'dientes']","['lavate los', 'los dientes']",['lavate los dientes']
peinate para el colegio,Escuela y Aprendizaje,peinate para el colegio,"['peinate', 'para', 'el', 'colegio']","['peinate para', 'para el', 'el colegio']","['peinate para el', 'para el colegio']"
ya estoy peinado,Rutinas Diarias (Acciones y Hogar),ya estoy peinado,"['ya', 'estoy', 'peinado']","['ya estoy', 'estoy peinado']",['ya estoy peinado']
agarra tu mochila,Rutinas Diarias (Acciones y Hogar),agarra tu mochila,"['agarra', 'tu', 'mochila']","['agarra tu', 'tu mochila']",['agarra tu mochila']
prepara tu mochila,Rutinas Diarias (Acciones y Hogar),prepara tu mochila,"['prepara', 'tu', 'mochila']","['prepara tu', 'tu mochila']",['prepara tu mochila']
que libros llevo hoy,Escuela y Aprendizaje,que libros llevo hoy,"['que', 'libros', 'llevo', 'hoy']","['que libros', 'libros llevo', 'llevo hoy']","['que libros llevo', 'libros llevo hoy']"
guarda tus cuadernos,Escuela y Aprendizaje,guarda tus cuadernos,"['guarda', 'tus', 'cuadernos']","['guarda tus', 'tus cuadernos']",['guarda tus cuadernos']
que me mandaste de lonchera,Preguntas Simples (Peticiones de informacion),que me mandaste de lonchera,"['que', 'me', 'mandaste', 'de', 'lonchera']","['que me', 'me mandaste', 'mandaste de', 'de lonchera']","['que me mandaste', 'me mandaste de', 'mandaste de lonchera']"
ya estoy listo,Rutinas Diarias (Acciones y Hogar),ya estoy listo,"['ya', 'estoy', 'listo']","['ya estoy', 'estoy listo']",['ya estoy listo']
vamonos,Rutinas Diarias (Acciones y Hogar),vamonos,['vamonos'],[],[]
adios mama,Familia y Personas,adios mama,"['adios', 'mama']",['adios mama'],[]
portate bien,Rutinas Diarias (Acciones y Hogar),portate bien,"['portate', 'bien']",['portate bien'],[]
presta atencion en clase,Escuela y Aprendizaje,presta atencion en clase,"['presta', 'atencion', 'en', 'clase']","['presta atencion', 'atencion en', 'en clase']","['presta atencion en', 'atencion en clase']"
hola profesora,Rutinas Diarias (Acciones y Hogar),hola profesora,"['hola', 'profesora']",['hola profesora'],[]
hola miss,Rutinas Diarias (Acciones y Hogar),hola miss,"['hola', 'miss']",['hola miss'],[]
buenos dias companeros,Familia y Personas,buenos dias companeros,"['buenos', 'dias', 'companeros']","['buenos dias', 'dias companeros']",['buenos dias companeros']
voy a mi sitio,Rutinas Diarias (Acciones y Hogar),voy a mi sitio,"['voy', 'a', 'mi', 'sitio']","['voy a', 'a mi', 'mi sitio']","['voy a mi', 'a mi sitio']"
sientate bien,Rutinas Diarias (Acciones y Hogar),sientate bien,"['sientate', 'bien']",['sientate bien'],[]
saca tu cuaderno,Escuela y Aprendizaje,saca tu cuaderno,"['saca', 'tu', 'cuaderno']","['saca tu', 'tu cuaderno']",['saca tu cuaderno']
saca tu lapiz,Escuela y Aprendizaje,saca tu lapiz,"['saca', 'tu', 'lapiz']","['saca tu', 'tu lapiz']",['saca tu lapiz']
dame mi cartuchera,Rutinas Diarias (Acciones y Hogar),dame mi cartuchera,"['dame', 'mi', 'cartuchera']","['dame mi', 'mi cartuchera']",['dame mi cartuchera']
no tengo lapiz,Escuela y Aprendizaje,no tengo lapiz,"['no', 'tengo', 'lapiz']","['no tengo', 'tengo lapiz']",['no tengo lapiz']
prestame tu borrador,Rutinas Diarias (Acciones y Hogar),prestame tu borrador,"['prestame', 'tu', 'borrador']","['prestame tu', 'tu borrador']",['prestame tu borrador']
sacale punta a mi lapiz,Escuela y Aprendizaje,sacale punta a mi lapiz,"['sacale', 'punta', 'a', 'mi', 'lapiz']","['sacale punta', 'punta a', 'a mi', 'mi lapiz']","['sacale punta a', 'punta a mi', 'a mi lapiz']"
dame un tajador,Rutinas Diarias (Acciones y Hogar),dame un tajador,"['dame', 'un', 'tajador']","['dame un', 'un tajador']",['dame un tajador']
vamos a escribir,Rutinas Diarias (Acciones y Hogar),vamos a escribir,"['vamos', 'a', 'escribir']","['vamos a', 'a escribir']",['vamos a escribir']
copia de la pizarra,Rutinas Diarias (Acciones y Hogar),copia de la pizarra,"['copia', 'de', 'la', 'pizarra']","['copia de', 'de la', 'la pizarra']","['copia de la', 'de la pizarra']"
no veo la pizarra,Rutinas Diarias (Acciones y Hogar),no veo la pizarra,"['no', 'veo', 'la', 'pizarra']","['no veo', 'veo la', 'la pizarra']","['no veo la', 'veo la pizarra']"
profesora puede agrandar la letra,Rutinas Diarias (Acciones y Hogar),profesora puede agrandar la letra,"['profesora', 'puede', 'agrandar', 'la', 'letra']","['profesora puede', 'puede agrandar', 'agrandar la', 'la letra']","['profesora puede agrandar', 'puede agrandar la', 'agrandar la letra']"
guarden silencio,Rutinas Diarias (Acciones y Hogar),guarden silencio,"['guarden', 'silencio']",['guarden silencio'],[]
dejen de hablar,Rutinas Diarias (Acciones y Hogar),dejen de hablar,"['dejen', 'de', 'hablar']","['dejen de', 'de hablar']",['dejen de hablar']
quien esta haciendo bulla,Preguntas Simples (Peticiones de informacion),quien esta haciendo bulla,"['quien', 'esta', 'haciendo', 'bulla']","['quien esta', 'esta haciendo', 'haciendo bulla']","['quien esta haciendo', 'esta haciendo bulla']"
puedo ir al bano,Necesidades Basicas (Higiene y Fisiologia),puedo ir al bano,"['puedo', 'ir', 'al', 'bano']","['puedo ir', 'ir al', 'al bano']","['puedo ir al', 'ir al bano']"
necesito permiso para el bano,Necesidades Basicas (Higiene y Fisiologia),necesito permiso para el bano,"['necesito', 'permiso', 'para', 'el', 'bano']","['necesito permiso', 'permiso para', 'para el', 'el bano']","['necesito permiso para', 'permiso para el', 'para el bano']"
ya regrese,Rutinas Diarias (Acciones y Hogar),ya regrese,"['ya', 'regrese']",['ya regrese'],[]
abran el libro en la pagina 20,Escuela y Aprendizaje,abran el libro en la pagina,"['abran', 'el', 'libro', 'en', 'la', 'pagina']","['abran el', 'el libro', 'libro en', 'en la', 'la pagina']","['abran el libro', 'el libro en', 'libro en la', 'en la pagina']"
que pagina dijo,Preguntas Simples (Peticiones de informacion),que pagina dijo,"['que', 'pagina', 'dijo']","['que pagina', 'pagina dijo']",['que pagina dijo']
no traje el libro,Escuela y Aprendizaje,no traje el libro,"['no', 'traje', 'el', 'libro']","['no traje', 'traje el', 'el libro']","['no traje el', 'traje el libro']"
se me quedo el cuaderno,Escuela y Aprendizaje,se me quedo el cuaderno,"['se', 'me', 'quedo', 'el', 'cuaderno']","['se me', 'me quedo', 'quedo el', 'el cuaderno']","['se me quedo', 'me quedo el', 'quedo el cuaderno']"
me olvide la tarea,Escuela y Aprendizaje,me olvide la tarea,"['me', 'olvide', 'la', 'tarea']","['me olvide', 'olvide la', 'la tarea']","['me olvide la', 'olvide la tarea']"
hiciste la tarea,Escuela y Aprendizaje,hiciste la tarea,"['hiciste', 'la', 'tarea']","['hiciste la', 'la tarea']",['hiciste la tarea']
prestame la tarea,Escuela y Aprendizaje,prestame la tarea,"['prestame', 'la', 'tarea']","['prestame la', 'la tarea']",['prestame la tarea']
no copien,Rutinas Diarias (Acciones y Hogar),no copien,"['no', 'copien']",['no copien'],[]
puedo salir a la pizarra,Preguntas Simples (Peticiones de informacion),puedo salir a la pizarra,"['puedo', 'salir', 'a', 'la', 'pizarra']","['puedo salir', 'salir a', 'a la', 'la pizarra']","['puedo salir a', 'salir a la', 'a la pizarra']"
quien quiere participar,Preguntas Simples (Peticiones de informacion),quien quiere participar,"['quien', 'quiere', 'participar']","['quien quiere', 'quiere participar']",['quien quiere participar']
yo miss,Rutinas Diarias (Acciones y Hogar),yo miss,"['yo', 'miss']",['yo miss'],[]
levanta la mano,Rutinas Diarias (Acciones y Hogar),levanta la mano,"['levanta', 'la', 'mano']","['levanta la', 'la mano']",['levanta la mano']
no grites,Rutinas Diarias (Acciones y Hogar),no grites,"['no', 'grites']",['no grites'],[]
habla mas fuerte,Rutinas Diarias (Acciones y Hogar),habla mas fuerte,"['habla', 'mas', 'fuerte']","['habla mas', 'mas fuerte']",['habla mas fuerte']
no te escucho,Rutinas Diarias (Acciones y Hogar),no te escucho,"['no', 'te', 'escucho']","['no te', 'te escucho']",['no te escucho']
hora del recreo,Rutinas Diarias (Acciones y Hogar),hora del recreo,"['hora', 'del', 'recreo']","['hora del', 'del recreo']",['hora del recreo']
vamos a recreo,Rutinas Diarias (Acciones y Hogar),vamos a recreo,"['vamos', 'a', 'recreo']","['vamos a', 'a recreo']",['vamos a recreo']
comprame algo en el quiosco,Rutinas Diarias (Acciones y Hogar),comprame algo en el quiosco,"['comprame', 'algo', 'en', 'el', 'quiosco']","['comprame algo', 'algo en', 'en el', 'el quiosco']","['comprame algo en', 'algo en el', 'en el quiosco']"
dame plata para mi recreo,Rutinas Diarias (Acciones y Hogar),dame plata para mi recreo,"['dame', 'plata', 'para', 'mi', 'recreo']","['dame plata', 'plata para', 'para mi', 'mi recreo']","['dame plata para', 'plata para mi', 'para mi recreo']"
comamos la lonchera,Rutinas Diarias (Acciones y Hogar),comamos la lonchera,"['comamos', 'la', 'lonchera']","['comamos la', 'la lonchera']",['comamos la lonchera']
te invito mi galleta,Alimentacion (Comidas y Bebidas),te invito mi galleta,"['te', 'invito', 'mi', 'galleta']","['te invito', 'invito mi', 'mi galleta']","['te invito mi', 'invito mi galleta']"
me invitas tu jugo,Alimentacion (Comidas y Bebidas),me invitas tu jugo,"['me', 'invitas', 'tu', 'jugo']","['me invitas', 'invitas tu', 'tu jugo']","['me invitas tu', 'invitas tu jugo']"
vamos al salon,Rutinas Diarias (Acciones y Hogar),vamos al salon,"['vamos', 'al', 'salon']","['vamos al', 'al salon']",['vamos al salon']
formen fila,Rutinas Diarias (Acciones y Hogar),formen fila,"['formen', 'fila']",['formen fila'],[]
todos al aula,Rutinas Diarias (Acciones y Hogar),todos al aula,"['todos', 'al', 'aula']","['todos al', 'al aula']",['todos al aula']
toca educacion fisica,Rutinas Diarias (Acciones y Hogar),toca educacion fisica,"['toca', 'educacion', 'fisica']","['toca educacion', 'educacion fisica']",['toca educacion fisica']
ponganse el buzo,Rutinas Diarias (Acciones y Hogar),ponganse el buzo,"['ponganse', 'el', 'buzo']","['ponganse el', 'el buzo']",['ponganse el buzo']
vamos al patio,Rutinas Diarias (Acciones y Hogar),vamos al patio,"['vamos', 'al', 'patio']","['vamos al', 'al patio']",['vamos al patio']
corran,Rutinas Diarias (Acciones y Hogar),corran,['corran'],[],[]
vamos a calentar,Rutinas Diarias (Acciones y Hogar),vamos a calentar,"['vamos', 'a', 'calentar']","['vamos a', 'a calentar']",['vamos a calentar']
me canse,Rutinas Diarias (Acciones y Hogar),me canse,"['me', 'canse']",['me canse'],[]
toca clase de arte,Escuela y Aprendizaje,toca clase de arte,"['toca', 'clase', 'de', 'arte']","['toca clase', 'clase de', 'de arte']","['toca clase de', 'clase de arte']"
vamos a pintar,Juego y Ocio,vamos a pintar,"['vamos', 'a', 'pintar']","['vamos a', 'a pintar']",['vamos a pintar']
dame mis temperas,Alimentacion (Comidas y Bebidas),dame mis temperas,"['dame', 'mis', 'temperas']","['dame mis', 'mis temperas']",['dame mis temperas']
quiero el pincel,Rutinas Diarias (Acciones y Hogar),quiero el pincel,"['quiero', 'el', 'pincel']","['quiero el', 'el pincel']",['quiero el pincel']
me manche con tempera,Alimentacion (Comidas y Bebidas),me manche con tempera,"['me', 'manche', 'con', 'tempera']","['me manche', 'manche con', 'con tempera']","['me manche con', 'manche con tempera']"
toca clase de musica,Escuela y Aprendizaje,toca clase de musica,"['toca', 'clase', 'de', 'musica']","['toca clase', 'clase de', 'de musica']","['toca clase de', 'clase de musica']"
vamos a cantar,Juego y Ocio,vamos a cantar,"['vamos', 'a', 'cantar']","['vamos a', 'a cantar']",['vamos a cantar']
toca la flauta,Rutinas Diarias (Acciones y Hogar),toca la flauta,"['toca', 'la', 'flauta']","['toca la', 'la flauta']",['toca la flauta']
no se tocar,Rutinas Diarias (Acciones y Hogar),no se tocar,"['no', 'se', 'tocar']","['no se', 'se tocar']",['no se tocar']
me gusta esta cancion,Rutinas Diarias (Acciones y Hogar),me gusta esta cancion,"['me', 'gusta', 'esta', 'cancion']","['me gusta', 'gusta esta', 'esta cancion']","['me gusta esta', 'gusta esta cancion']"
toca el cajon,Rutinas Diarias (Acciones y Hogar),toca el cajon,"['toca', 'el', 'cajon']","['toca el', 'el cajon']",['toca el cajon']
tengo examen,Escuela y Aprendizaje,tengo examen,"['tengo', 'examen']",['tengo examen'],[]
hoy hay prueba,Rutinas Diarias (Acciones y Hogar),hoy hay prueba,"['hoy', 'hay', 'prueba']","['hoy hay', 'hay prueba']",['hoy hay prueba']
estudie mucho,Rutinas Diarias (Acciones y Hogar),estudie mucho,"['estudie', 'mucho']",['estudie mucho'],[]
no estudie nada,Rutinas Diarias (Acciones y Hogar),no estudie nada,"['no', 'estudie', 'nada']","['no estudie', 'estudie nada']",['no estudie nada']
esta dificil el examen,Escuela y Aprendizaje,esta dificil el examen,"['esta', 'dificil', 'el', 'examen']","['esta dificil', 'dificil el', 'el examen']","['esta dificil el', 'dificil el examen']"
esta facil,Rutinas Diarias (Acciones y Hogar),esta facil,"['esta', 'facil']",['esta facil'],[]
ya termine el examen,Escuela y Aprendizaje,ya termine el examen,"['ya', 'termine', 'el', 'examen']","['ya termine', 'termine el', 'el examen']","['ya termine el', 'termine el examen']"
puedo entregar,Preguntas Simples (Peticiones de informacion),puedo entregar,"['puedo', 'entregar']",['puedo entregar'],[]
saque buena nota,Escuela y Aprendizaje,saque buena nota,"['saque', 'buena', 'nota']","['saque buena', 'buena nota']",['saque buena nota']
me saque un 20,Preguntas Simples (Peticiones de informacion),me saque un,"['me', 'saque', 'un']","['me saque', 'saque un']",['me saque un']
sali jalado,Rutinas Diarias (Acciones y Hogar),sali jalado,"['sali', 'jalado']",['sali jalado'],[]
me saque un 05,Preguntas Simples (Peticiones de informacion),me saque un,"['me', 'saque', 'un']","['me saque', 'saque un']",['me saque un']
tengo que estudiar mas,Escuela y Aprendizaje,tengo que estudiar mas,"['tengo', 'que', 'estudiar', 'mas']","['tengo que', 'que estudiar', 'estudiar mas']","['tengo que estudiar', 'que estudiar mas']"
hora de salida,Rutinas Diarias (Acciones y Hogar),hora de salida,"['hora', 'de', 'salida']","['hora de', 'de salida']",['hora de salida']
ya nos vamos,Rutinas Diarias (Acciones y Hogar),ya nos vamos,"['ya', 'nos', 'vamos']","['ya nos', 'nos vamos']",['ya nos vamos']
guarden sus cosas,Rutinas Diarias (Acciones y Hogar),guarden sus cosas,"['guarden', 'sus', 'cosas']","['guarden sus', 'sus cosas']",['guarden sus cosas']
limpien la mesa,Rutinas Diarias (Acciones y Hogar),limpien la mesa,"['limpien', 'la', 'mesa']","['limpien la', 'la mesa']",['limpien la mesa']
no dejen basura,Rutinas Diarias (Acciones y Hogar),no dejen basura,"['no', 'dejen', 'basura']","['no dejen', 'dejen basura']",['no dejen basura']
hasta manana profesora,Rutinas Diarias (Acciones y Hogar),hasta manana profesora,"['hasta', 'manana', 'profesora']","['hasta manana', 'manana profesora']",['hasta manana profesora']
adios companeros,Familia y Personas,adios companeros,"['adios', 'companeros']",['adios companeros'],[]
quien te recoge,Preguntas Simples (Peticiones de informacion),quien te recoge,"['quien', 'te', 'recoge']","['quien te', 'te recoge']",['quien te recoge']
me voy en la movilidad,Rutinas Diarias (Acciones y Hogar),me voy en la movilidad,"['me', 'voy', 'en', 'la', 'movilidad']","['me voy', 'voy en', 'en la', 'la movilidad']","['me voy en', 'voy en la', 'en la movilidad']"
mi mama me espera,Familia y Personas,mi mama me espera,"['mi', 'mama', 'me', 'espera']","['mi mama', 'mama me', 'me espera']","['mi mama me', 'mama me espera']"
ya llegue a la casa,Rutinas Diarias (Acciones y Hogar),ya llegue a la casa,"['ya', 'llegue', 'a', 'la', 'casa']","['ya llegue', 'llegue a', 'a la', 'la casa']","['ya llegue a', 'llegue a la', 'a la casa']"
hola mama,Familia y Personas,hola mama,"['hola', 'mama']",['hola mama'],[]
como te fue,Preguntas Simples (Peticiones de informacion),como te fue,"['como', 'te', 'fue']","['como te', 'te fue']",['como te fue']
me fue bien,Rutinas Diarias (Acciones y Hogar),me fue bien,"['me', 'fue', 'bien']","['me fue', 'fue bien']",['me fue bien']
me fue mal,Rutinas Diarias (Acciones y Hogar),me fue mal,"['me', 'fue', 'mal']","['me fue', 'fue mal']",['me fue mal']
que hiciste hoy,Preguntas Simples (Peticiones de informacion),que hiciste hoy,"['que', 'hiciste', 'hoy']","['que hiciste', 'hiciste hoy']",['que hiciste hoy']
aprendi los numeros,Rutinas Diarias (Acciones y Hogar),aprendi los numeros,"['aprendi', 'los', 'numeros']","['aprendi los', 'los numeros']",['aprendi los numeros']
aprendi las vocales,Rutinas Diarias (Acciones y Hogar),aprendi las vocales,"['aprendi', 'las', 'vocales']","['aprendi las', 'las vocales']",['aprendi las vocales']
jugue en el recreo,Rutinas Diarias (Acciones y Hogar),jugue en el recreo,"['jugue', 'en', 'el', 'recreo']","['jugue en', 'en el', 'el recreo']","['jugue en el', 'en el recreo']"
me pelee con mi amigo,Familia y Personas,me pelee con mi amigo,"['me', 'pelee', 'con', 'mi', 'amigo']","['me pelee', 'pelee con', 'con mi', 'mi amigo']","['me pelee con', 'pelee con mi', 'con mi amigo']"
ya somos amigos otra vez,Familia y Personas,ya somos amigos otra vez,"['ya', 'somos', 'amigos', 'otra', 'vez']","['ya somos', 'somos amigos', 'amigos otra', 'otra vez']","['ya somos amigos', 'somos amigos otra', 'amigos otra vez']"
sacate el uniforme,Rutinas Diarias (Acciones y Hogar),sacate el uniforme,"['sacate', 'el', 'uniforme']","['sacate el', 'el uniforme']",['sacate el uniforme']
vamos a almorzar,Alimentacion (Comidas y Bebidas),vamos a almorzar,"['vamos', 'a', 'almorzar']","['vamos a', 'a almorzar']",['vamos a almorzar']
despues de comer haces la tarea,Alimentacion (Comidas y Bebidas),despues de comer haces la tarea,"['despues', 'de', 'comer', 'haces', 'la', 'tarea']","['despues de', 'de comer', 'comer haces', 'haces la', 'la tarea']","['despues de comer', 'de comer haces', 'comer haces la', 'haces la tarea']"
